0.0,italian,0.024517785571142283
2.0,southern_us,0.01830540982681785
5.0,french,0.012605042016806723
1.0,mexican,0.010379169666426685
4.0,chinese,0.007789547451551171
3.0,indian,0.006363710532756792
6.0,cajun_creole,0.004525478706707125
7.0,thai,0.003321564012030862
9.0,greek,0.002849814762040467
10.0,spanish,0.0027072321773881657
18.0,russian,0.0024182257859233806
12.0,vietnamese,0.0023107140106292845
16.0,irish,0.0021479530518832947
8.0,japanese,0.0018513206956793826
14.0,british,0.0018219142930459328
13.0,moroccan,0.001797037455394963
11.0,korean,0.0015149958915365654
15.0,filipino,0.001435198236756452
17.0,jamaican,0.0012484712596820221
19.0,brazilian,0.0011957157758160123
