1.0,mexican,0.9638086362224293
3.0,indian,0.9590409590409591
0.0,italian,0.9479459045674917
4.0,chinese,0.9393939393939394
11.0,korean,0.9132530120481928
13.0,moroccan,0.9062119366626066
2.0,southern_us,0.9041666666666667
7.0,thai,0.8966861598440545
17.0,jamaican,0.8954372623574145
6.0,cajun_creole,0.8758085381630013
9.0,greek,0.8595744680851064
8.0,japanese,0.8432888264230499
15.0,filipino,0.83841059602649
19.0,brazilian,0.815845824411135
12.0,vietnamese,0.8048484848484848
5.0,french,0.8042328042328042
16.0,irish,0.782608695652174
18.0,russian,0.7791411042944786
14.0,british,0.7276119402985075
10.0,spanish,0.6622851365015167
