1.0,mexican,0.9554238201555162
3.0,indian,0.9416380578715057
0.0,italian,0.9257990156376549
11.0,korean,0.9204614450516089
4.0,chinese,0.9175954686643524
13.0,moroccan,0.910091743119266
7.0,thai,0.9061063690085358
17.0,jamaican,0.9005736137667304
8.0,japanese,0.8908685968819599
6.0,cajun_creole,0.8812235600390499
2.0,southern_us,0.8802253521126762
9.0,greek,0.8801742919389979
15.0,filipino,0.8767313019390581
19.0,brazilian,0.8513966480446927
12.0,vietnamese,0.8410386320455986
16.0,irish,0.8201099764336214
5.0,french,0.8119038534910339
14.0,british,0.8013698630136987
18.0,russian,0.7896373056994819
10.0,spanish,0.7489994282447112
